bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
убедиться	убеди'ться	make sure	sich überzeugen, sich vergewissern	perfective	убеждаться	убеди'сь	убеди'тесь	убеди'лся	убеди'лась	убеди'лось	убеди'лись	убежу'сь	убеди'шься	убеди'тся	убеди'мся	убеди'тесь	убедя'тся
научиться	научи'ться	learn	lernen, erlernen, sich etwas beibringen	perfective	учиться;научаться	научи'сь	научи'тесь	научи'лся	научи'лась	научи'лось	научи'лись	научу'сь	нау'чишься	нау'чится	нау'чимся	нау'читесь	нау'чатся
сойти	сойти'	descend, get off, alight, come off, pass, be taken, go, fetch; to lose	gehen (im Sinne von "aus einem Ausgangspunkt weggehen"), heruntergehen, herunterkommen, abgehen, weggehen, weg sein	perfective	сходить	сойди'	сойди'те	сошёл	сошла'	сошло'	сошли'	сойду'	сойдёшь	сойдёт	сойдём	сойдёте	сойду'т
тащить	тащи'ть	Carry something heavy	ziehen, schleppen, hinterherschleifen	imperfective	вытащить,стащить	тащи'	тащи'те	тащи'л	тащи'ла	тащи'ло	тащи'ли	тащу'	та'щишь	та'щит	та'щим	та'щите	та'щат
произвести	произвести'	produce; execute, carry out, implement	produzieren, herstellen, erzeugen; durchführen, vornehmen, erstellen, auslösen, hervorrufen	perfective	производить	произведи'	произведи'те	произвёл	произвела'	произвело'	произвели'	произведу'	произведёшь	произведёт	произведём	произведёте	произведу'т
покрыть	покры'ть	cover, roof, thatch, tile, coat, trump, scold, rail	bedecken, zudecken; beschichten, übertünchen	perfective	крыть,покрывать	покро'й	покро'йте	покры'л	покры'ла	покры'ло	покры'ли	покро'ю	покро'ешь	покро'ет	покро'ем	покро'ете	покро'ют
страдать	страда'ть	suffer, be poor	leiden; verunglücken	imperfective	пострадать	страда'й	страда'йте	страда'л	страда'ла	страда'ло	страда'ли	страда'ю	страда'ешь	страда'ет	страда'ем	страда'ете	страда'ют
ненавидеть	ненави'деть	hate, loathe, detest, abhor, execrate	hassen, verabscheuen	imperfective	возненавидеть	ненави'дь	ненави'дьте	ненави'дел	ненави'дела	ненави'дело	ненави'дели	ненави'жу	ненави'дишь	ненави'дит	ненави'дим	ненави'дите	ненави'дят
замолчать	замолча'ть	become silent, stop speaking	verstummen, schweigen	perfective	замолкать,молчать	замолчи'	замолчи'те	замолча'л	замолча'ла	замолча'ло	замолча'ли	замолчу'	замолчи'шь	замолчи'т	замолчи'м	замолчи'те	замолча'т
покупать	покупа'ть	buy, purchase, bathe, bath	kaufen	imperfective	купить	покупа'й	покупа'йте	покупа'л	покупа'ла	покупа'ло	покупа'ли	покупа'ю	покупа'ешь	покупа'ет	покупа'ем	покупа'ете	покупа'ют
выбирать	выбира'ть	choose, select, pick out, elect, take out, take everything out, haul, haul in, pull	wählen; aussuchen, auswählen	imperfective	выбрать	выбира'й	выбира'йте	выбира'л	выбира'ла	выбира'ло	выбира'ли	выбира'ю	выбира'ешь	выбира'ет	выбира'ем	выбира'ете	выбира'ют
продолжаться	продолжа'ться	continue, last, go on, be in progress	fortgesetzt werden - (an)dauern; weitergehen	imperfective	продолжиться	продолжа'йся	продолжа'йтесь	продолжа'лся	продолжа'лась	продолжа'лось	продолжа'лись	продолжа'юсь	продолжа'ешься	продолжа'ется	продолжа'емся	продолжа'етесь	продолжа'ются
подписать	подписа'ть	sign, add, subscribe	unterschreiben, unterzeichnen	perfective	подписывать	подпиши'	подпиши'те	подписа'л	подписа'ла	подписа'ло	подписа'ли	подпишу'	подпи'шешь	подпи'шет	подпи'шем	подпи'шете	подпи'шут
выясниться	вы'ясниться	to turn out, to come out, to come to light	klarwerden, sich klären, sich herausstellen	perfective	выясняться	вы'яснись	вы'яснитесь	вы'яснился	вы'яснилась	вы'яснилось	вы'яснились	вы'яснюсь	вы'яснишься	вы'яснится	вы'яснимся	вы'яснитесь	вы'яснятся
заняться	заня'ться	set - busy oneself; take up	sich beschäftigen, lernen, studieren; sich vornehmen	perfective	заниматься	займи'сь	займи'тесь	за'нялся,занялся',заня'лся	заняла'сь	заняло'сь,за'нялось	заняли'сь,за'нялись	займу'сь	займёшься	займётся	займёмся	займётесь	займу'тся
завести	завести'	to get, acquire, have	führen, bringen, einführen; (auto)starten	perfective	заводить	заведи	заведите	завёл	завела	завело	завели	заведу	заведёшь	заведёт	заведём	заведёте	заведут
сообразить	сообрази'ть	figure out	verstehen, begreifen, erfassen, überlegen, erwägen	perfective	соображать	сообрази'	сообрази'те	сообрази'л	сообрази'ла	сообрази'ло	сообрази'ли	соображу'	сообрази'шь	сообрази'т	сообрази'м	сообрази'те	сообразя'т
сохранить	сохрани'ть	keep, preserve, retain, maintain	bewahren, wahren; behalten / beibehalten (erhalten); aufbewahren / speichern (Daten etc.)	perfective	хранить;сохранять	сохрани'	сохрани'те	сохрани'л	сохрани'ла	сохрани'ло	сохрани'ли	сохраню'	сохрани'шь	сохрани'т	сохрани'м	сохрани'те	сохраня'т
менять	меня'ть	change, exchange	ändern; tauschen, umtauschen, auswechseln	imperfective	поменять,обменять	меня'й	меня'йте	меня'л	меня'ла	меня'ло	меня'ли	меня'ю	меня'ешь	меня'ет	меня'ем	меня'ете	меня'ют
указать	указа'ть	show, indicate, point, point out, give instructions, explain	angeben, nennen; hinweisen (auf); zeigen, weisen	perfective	указывать	укажи'	укажи'те	указа'л	указа'ла	указа'ло	указа'ли	укажу'	ука'жешь	ука'жет	ука'жем	ука'жете	ука'жут
спрятать	спря'тать	hide, conceal	verstecken, verbergen, (versteckt) aufbewahren	perfective	прятать	спря'чь	спря'чьте	спря'тал	спря'тала	спря'тало	спря'тали	спря'чу	спря'чешь	спря'чет	спря'чем	спря'чете	спря'чут
ощущать	ощуща'ть	feel, sense, become aware	empfinden, fühlen; spüren, verspüren	imperfective	ощутить	ощуща'й	ощуща'йте	ощуща'л	ощуща'ла	ощуща'ло	ощуща'ли	ощуща'ю	ощуща'ешь	ощуща'ет	ощуща'ем	ощуща'ете	ощуща'ют
стучать	стуча'ть	knock, make a noise, chatter	klopfen, pochen, klappern; jmd. verklopfen (denunzieren, hinhängen)	imperfective	постучать,стукнуть	стучи'	стучи'те	стуча'л	стуча'ла	стуча'ло	стуча'ли	стучу'	стучи'шь	стучи'т	стучи'м	стучи'те	стуча'т
сделаться	сде'латься	become, turn into; happen	werden; geschehen, vorgehen; gemacht werden	perfective	делаться	сде'лайся	сде'лайтесь	сде'лался	сде'лалась	сде'лалось	сде'лались	сде'лаюсь	сде'лаешься	сде'лается	сде'лаемся	сде'лаетесь	сде'лаются
летать	лета'ть	fly, flutter - multi way	fliegen	imperfective	полетать	лета'й	лета'йте	лета'л	лета'ла	лета'ло	лета'ли	лета'ю	лета'ешь	лета'ет	лета'ем	лета'ете	лета'ют
